year,month,day,date,temp_mean_lugano,temp_mean_comprovasco,temp_mean_simano,temp_max_lugano,temp_min_lugano
2012,7,24,24/07/12,22.7,18.3,9,28.3,16.2
2012,7,25,25/07/12,24.1,19.9,8.9,29.7,19
2012,7,26,26/07/12,24.5,21,11.7,29.8,19.1
2012,7,27,27/07/12,25.2,21.6,11.9,30.9,20.9
2012,7,28,28/07/12,24,17.8,8.2,29.2,19.5
2012,7,29,29/07/12,24,19.7,8.4,29.4,18.6
2012,7,30,30/07/12,24.2,19.2,7.8,28.8,19.9
2012,7,31,31/07/12,23.8,19.3,8.7,28.5,19.4
2012,8,1,01/08/12,24.7,20.1,8.9,29.4,20.2
2012,8,2,02/08/12,25.9,20.7,8.9,30.5,21.4
2012,8,3,03/08/12,25.7,20.7,8.9,30.6,21.2
2012,8,4,04/08/12,24.5,18.6,7.8,29.1,18
2012,8,5,05/08/12,22.2,17.3,7.2,27.9,18.7
2012,8,6,06/08/12,21.5,17.1,6.4,26.5,17.8
2012,8,7,07/08/12,22.5,17.5,7.9,28.8,16.5
2012,8,8,08/08/12,23.5,18.8,9.3,29,17.8
2012,8,9,09/08/12,24.1,19.4,8.8,28.9,19.2
2012,8,10,10/08/12,24,19.4,7.7,28.1,20
2012,8,11,11/08/12,23.6,18.2,7.9,28.5,18.8
2012,8,12,12/08/12,23.4,18.3,6.8,26.8,20
2012,8,13,13/08/12,23.1,18,7.4,26.8,19.8
2012,8,14,14/08/12,24,19.1,8.1,28,21
2012,8,15,15/08/12,24.4,19.5,9.4,29.3,19.4
2012,8,16,16/08/12,24.3,20.3,9.2,29.9,21.1
2012,8,17,17/08/12,25.5,20.5,11.2,30,21.2
2012,8,18,18/08/12,26.3,21.3,14.6,31.5,21.3
2012,8,19,19/08/12,26.8,22.7,15,31.6,22.6
2012,8,20,20/08/12,27,22.4,14.5,32.2,22.5
2012,8,21,21/08/12,27.5,21.3,14.1,33.4,22.7
2012,8,22,22/08/12,27.4,22,-,32.9,19.3
2012,8,23,23/08/12,24.5,19.8,10.2,30,19.8
2012,8,24,24/08/12,24.9,19.3,8.9,29.2,21.5
2012,8,25,25/08/12,23.4,18.9,8,28.9,17.9
2012,8,26,26/08/12,22.4,17.9,3.2,29,16.4
2012,8,27,27/08/12,20.7,15.6,6.4,25.7,15.2
2012,8,28,28/08/12,20.9,16.8,7.3,26,15.7
2012,8,29,29/08/12,22.5,18.2,8.8,28.8,16.7
2012,8,30,30/08/12,19.7,15.3,5.4,22,17.9
2012,8,31,31/08/12,18.3,14,-1.2,21.6,13.1
2012,9,1,01/09/12,15.1,12.6,-0.3,19.5,12.1
2012,9,2,02/09/12,18.2,14.1,4.5,23.1,13
2012,9,3,03/09/12,18.3,16.2,7.2,21.6,15.5
2012,9,4,04/09/12,19.1,16.3,7.2,22.4,16.6
2012,9,5,05/09/12,19.8,17.2,6.9,26.1,16.1
2012,9,6,06/09/12,20.6,18,7.2,26.8,14.8
2012,9,7,07/09/12,21.2,17.1,8.5,26.2,16.8
2012,9,8,08/09/12,21.4,16.5,9.3,26.8,16.9
2012,9,9,09/09/12,21.4,17.4,8.5,27.3,16.9
2012,9,10,10/09/12,21.5,17.1,8,27.3,16.7
2012,9,11,11/09/12,21.9,17.4,6.7,27,17.8
2012,9,12,12/09/12,18.4,15.4,0.8,20,16.4
2012,9,13,13/09/12,18.1,14.4,-3.8,21.5,14.9
2012,9,14,14/09/12,17.8,16.1,3.6,23.7,12
2012,9,15,15/09/12,17.8,15.6,5.3,23.5,12
2012,9,16,16/09/12,19.2,15.5,5.2,23.1,14.9
2012,9,17,17/09/12,18.3,15.6,7.9,23.2,14.1
2012,9,18,18/09/12,18.9,15.6,6.2,23.6,14.2
2012,9,19,19/09/12,19,16.2,0.4,22,16.7
2012,9,20,20/09/12,16.6,11.4,-0.2,20.4,13.3
2012,9,21,21/09/12,15.7,12.1,1.4,19.2,13.3
2012,9,22,22/09/12,16.9,13.3,6,21.5,13.4
2012,9,23,23/09/12,17.6,14.7,4.2,20.3,15.8
2012,9,24,24/09/12,16.5,13.3,4,19.3,13.5
2012,9,25,25/09/12,16.3,11.6,2.1,20.6,11.9
2012,9,26,26/09/12,20,15.4,2.5,22.5,16.8
2012,9,27,27/09/12,19.4,14.5,1.8,22.2,13.9
2012,9,28,28/09/12,16.5,12,1.8,21.5,12.3
2012,9,29,29/09/12,15.4,12.4,3.8,16.4,14.6
2012,9,30,30/09/12,17.6,14.6,3.8,21.7,14.3
2012,10,1,01/10/12,17.9,14.8,2.9,21.1,15.7
2012,10,2,02/10/12,17.4,13.4,3.5,22.1,13.6
2012,10,3,03/10/12,16.9,13.3,2.4,20.4,14.4
2012,10,4,04/10/12,16.6,13.6,1.7,19.9,13.3
2012,10,5,05/10/12,16,13.3,3.1,20.5,12.3
2012,10,6,06/10/12,16.9,13.8,4.5,21.7,12.6
2012,10,7,07/10/12,18.2,15.7,3.3,22.4,14.9
2012,10,8,08/10/12,16.6,14.2,2.8,18.8,12.8
2012,10,9,09/10/12,16.7,14.8,2.7,21,13.9
2012,10,10,10/10/12,16,12.1,2,18.7,13
2012,10,11,11/10/12,15,11.2,1.1,17.7,11.5
2012,10,12,12/10/12,15.4,11.6,0.4,18.2,11.2
2012,10,13,13/10/12,12.8,8.2,-1.1,16.1,10.2
2012,10,14,14/10/12,13.6,10,-2.2,16.7,11.7
2012,10,15,15/10/12,10.6,6.7,-5.1,14.6,7.5
2012,10,16,16/10/12,11.2,7.9,-2.8,16.4,7
2012,10,17,17/10/12,11,7.8,-1.2,13.3,7.9
2012,10,18,18/10/12,13.2,10.3,1.4,17.9,10.6
2012,10,19,19/10/12,13.3,10,5.4,17.7,10.3
2012,10,20,20/10/12,13.5,10.4,8,18.4,9.6
2012,10,21,21/10/12,14,11.6,9.7,19,10.1
2012,10,22,22/10/12,15,13,9.8,20.4,11.3
2012,10,23,23/10/12,15,12.9,7.9,21.2,11.6
2012,10,24,24/10/12,14,11.6,6.3,19.8,10.7
2012,10,25,25/10/12,13.2,11.1,5.6,18.3,10.1
2012,10,26,26/10/12,12.3,10.8,-0.5,13.6,10.9
2012,10,27,27/10/12,12.4,9.5,-4.6,14.9,9.7
2012,10,28,28/10/12,6.5,4.6,-12,9.4,3.4
2012,10,29,29/10/12,8.4,5,-10.6,13.7,3.3
2012,10,30,30/10/12,6,3,-6.7,11.6,2.1
2012,10,31,31/10/12,7.6,4.7,-6.2,9.5,6.3
2012,11,1,01/11/12,9.6,6.9,-2.8,13.1,6.4
2012,11,2,02/11/12,11.6,9.4,-4.5,15.4,9.3
2012,11,3,03/11/12,11.6,8.6,-3.1,13.2,10.6
2012,11,4,04/11/12,10.9,8.6,-1.1,11.4,10.3
2012,11,5,05/11/12,12.3,9,-5.2,18.7,7.4
2012,11,6,06/11/12,10.2,7.4,-7.6,16.3,5.5
2012,11,7,07/11/12,9.5,6.8,-4.4,14.1,6.5
2012,11,8,08/11/12,8.2,6,-1.4,12.9,4.4
2012,11,9,09/11/12,9.2,6.6,0,13.2,5.1
2012,11,10,10/11/12,8.8,5.5,-3.2,11.2,7.2
2012,11,11,11/11/12,8.5,5.8,-1.2,9.9,7
2012,11,12,12/11/12,10.8,8.7,-1.6,14.5,8.5
2012,11,13,13/11/12,10.8,8.4,-2,14.5,7.6
2012,11,14,14/11/12,11.6,7.2,1.5,14.6,8.5
2012,11,15,15/11/12,10.4,5.1,5.2,12,8.3
2012,11,16,16/11/12,8.8,3.6,3.4,12,4.8
2012,11,17,17/11/12,6,2.5,-1.4,9.6,3.6
2012,11,18,18/11/12,5.9,3.2,-3.4,10.6,2.8
2012,11,19,19/11/12,8,6.3,-2.7,12.1,5.3
2012,11,20,20/11/12,8.4,6.9,1.1,12.8,4.9
2012,11,21,21/11/12,8.4,5.3,1.1,11.9,5.4
2012,11,22,22/11/12,9.4,7.1,-2.9,11.4,7.4
2012,11,23,23/11/12,10.4,7.2,-2.4,12.6,8.8
2012,11,24,24/11/12,9.2,7.3,-2.1,11.6,6.3
2012,11,25,25/11/12,9.5,7.8,-3.2,12.2,6.7
2012,11,26,26/11/12,9,6.4,-2.5,10.1,8.2
2012,11,27,27/11/12,9.2,6.4,-3.7,12.3,7.2
2012,11,28,28/11/12,8.1,5.5,-2.8,9.3,7
2012,11,29,29/11/12,8.9,6.2,-9.9,11.3,6.6
2012,11,30,30/11/12,8.4,4.3,-9.7,10.8,6.3
2012,12,1,01/12/12,5.8,2.3,-9.2,7.4,3.5
2012,12,2,02/12/12,5,2.2,-13.8,10.5,1.6
2012,12,3,03/12/12,5.4,2.7,-10.5,9,2.8
2012,12,4,04/12/12,5.3,2.8,-9.6,8.2,2.9
2012,12,5,05/12/12,5.2,1.4,-13.3,10.2,2.3
2012,12,6,06/12/12,4.2,1.4,-15.3,9.3,0.6
2012,12,7,07/12/12,1.4,-2.6,-15.6,3.7,-1.2
2012,12,8,08/12/12,3.8,1.1,-13.8,8.8,-2.3
2012,12,9,09/12/12,3.6,1.3,-10.4,8.3,0.2
2012,12,10,10/12/12,3.5,2.6,-12.6,10.3,-0.5
2012,12,11,11/12/12,4.4,0.9,-16.2,8.1,1.6
2012,12,12,12/12/12,1.6,-2.4,-14.9,4.9,-1.4
2012,12,13,13/12/12,0.9,-2.5,-14.1,2.5,-1.9
2012,12,14,14/12/12,0,-1.9,-8.7,1.3,-1.2
2012,12,15,15/12/12,1.5,-0.1,-5.7,4.3,-0.1
2012,12,16,16/12/12,2.1,1.1,-5.9,4.8,0
2012,12,17,17/12/12,3.1,0,-7.7,6.5,0.6
2012,12,18,18/12/12,4,3.3,-9.6,7.8,0.1
2012,12,19,19/12/12,3.3,1.5,-8.6,7.3,1
2012,12,20,20/12/12,2.6,0.6,-8.2,4.6,0.2
2012,12,21,21/12/12,2.8,1.1,-7.5,5.9,0.5
2012,12,22,22/12/12,3.1,3.6,-6.8,6.2,-0.1
2012,12,23,23/12/12,4.1,3.6,2,6.8,1.6
2012,12,24,24/12/12,4.3,3.7,1.9,6.2,1.3
2012,12,25,25/12/12,5.2,3.5,-3.9,5.7,4.6
2012,12,26,26/12/12,5.2,5.2,-5.8,7.1,2.1
2012,12,27,27/12/12,3.8,2.9,-7.2,5.9,1.8
2012,12,28,28/12/12,7.8,5.5,-7.5,14.5,2.9
2012,12,29,29/12/12,4.6,3.2,-4.8,7.3,2
2012,12,30,30/12/12,3.5,2.3,-6.6,7.3,0.6
2012,12,31,31/12/12,3.4,2.4,-5.8,7.1,0.6
2013,1,1,01/01/13,3.6,2.1,-9,6.8,0.4
2013,1,2,02/01/13,3.8,3.5,-8.4,5.5,1.4
2013,1,3,03/01/13,3.2,2.4,-3.5,7.1,0.1
2013,1,4,04/01/13,8.1,13.9,-2.2,19.1,2.3
2013,1,5,05/01/13,14.3,16,-1.4,22.3,6.1
2013,1,6,06/01/13,15.4,14.5,-1.4,19.9,11.1
2013,1,7,07/01/13,9,10.7,0.4,19.3,5.7
2013,1,8,08/01/13,5.3,2.6,-0.1,8.3,3.3
2013,1,9,09/01/13,5.3,0.7,0.6,6,4.3
2013,1,10,10/01/13,5.1,2.3,-5.2,6.8,2.4
2013,1,11,11/01/13,4,5.9,-9.1,8.4,1.2
2013,1,12,12/01/13,2.4,1.1,-10.3,5.1,-0.7
2013,1,13,13/01/13,4,0.1,-10.8,5.9,2.6
2013,1,14,14/01/13,3.5,2.9,-12.9,5.6,1.6
2013,1,15,15/01/13,2.2,-0.7,-13.9,4,0.7
2013,1,16,16/01/13,4.3,0.6,-17.1,5.5,1.9
2013,1,17,17/01/13,4.5,1.1,-17,7,2.8
2013,1,18,18/01/13,3.2,0.1,-10.7,6.2,0.5
2013,1,19,19/01/13,1.7,-0.1,-10.9,4,0.3
2013,1,20,20/01/13,1.7,-0.2,-7.2,2.8,0.5
2013,1,21,21/01/13,3.8,1,-7.6,5.4,1.4
2013,1,22,22/01/13,5.5,2.2,-11.6,8.9,1.6
2013,1,23,23/01/13,3.2,-0.8,-11.1,5.9,0.2
2013,1,24,24/01/13,3.9,2.3,-9.3,8,1
2013,1,25,25/01/13,3.1,2.1,-9.6,8.4,-0.2
2013,1,26,26/01/13,2.8,-2.2,-8,6,0.1
2013,1,27,27/01/13,2.1,-0.6,-4.6,6,-1.2
2013,1,28,28/01/13,3.4,2.6,-8.7,4.7,1.7
2013,1,29,29/01/13,3.6,1.6,-1.9,7.5,0.2
2013,1,30,30/01/13,4.5,4,0.7,9.4,1.1
2013,1,31,31/01/13,6.9,7.6,-3.8,12.9,3.4
2013,2,1,01/02/13,5.5,6.3,-4.9,10.3,3
2013,2,2,02/02/13,7.2,4.8,-10.4,10.4,3.9
2013,2,3,03/02/13,7.2,4.3,-14,9.4,3.5
2013,2,4,04/02/13,4.9,4.8,-6.4,11.4,1.2
2013,2,5,05/02/13,3.9,3,-7.7,5.9,0.8
2013,2,6,06/02/13,4.9,1.7,-12.8,8.1,2
2013,2,7,07/02/13,5.6,2.6,-15.5,9.3,1.4
2013,2,8,08/02/13,3.9,0.8,-16.8,8.4,0.1
2013,2,9,09/02/13,3.4,-1.7,-18.5,6.8,1.2
2013,2,10,10/02/13,0.8,-3,-18,4.2,-2.4
2013,2,11,11/02/13,-0.1,-2.9,-14.3,1.2,-1.7
2013,2,12,12/02/13,2.3,-0.6,-12.5,5.1,-0.3
2013,2,13,13/02/13,5.1,2.9,-12.9,11.4,-0.4
2013,2,14,14/02/13,3.6,1.9,-7.9,8.7,-0.8
2013,2,15,15/02/13,4.6,4,-9.7,9.6,1
2013,2,16,16/02/13,4.3,4,-10.9,9,0.8
2013,2,17,17/02/13,3.9,2.4,-12,5.8,2.2
2013,2,18,18/02/13,4,1.3,-12,7.3,1.2
2013,2,19,19/02/13,3.4,1.2,-8.7,8.3,-0.7
2013,2,20,20/02/13,4.4,2.3,-10.4,8.4,0.5
2013,2,21,21/02/13,1.8,0,-12.1,4.3,0.4
2013,2,22,22/02/13,1.1,-1,-14.7,3.4,-0.6
2013,2,23,23/02/13,1.7,-0.2,-15,4.1,-1.2
2013,2,24,24/02/13,0.8,-0.2,-12.2,2.9,-0.6
2013,2,25,25/02/13,1.1,-1.2,-13,2.7,0.1
2013,2,26,26/02/13,2.8,0.3,-9.2,6.9,-0.9
2013,2,27,27/02/13,4.7,2.7,-5.3,9.7,0.9
2013,2,28,28/02/13,6.5,4.1,-7.2,9.6,4.5
2013,3,1,01/03/13,6.1,4.6,-5.4,10.9,2.2
2013,3,2,02/03/13,6.2,3.7,-3,10.9,2.5
2013,3,3,03/03/13,6.4,4.8,-3,12.4,2.1
2013,3,4,04/03/13,7,5.9,-5,13,2.6
2013,3,5,05/03/13,6.6,5.4,-8.8,10.1,3
2013,3,6,06/03/13,5.7,3,-6.3,7.3,4.7
2013,3,7,07/03/13,6.7,5.6,-4,8,5.5
2013,3,8,08/03/13,7.8,6.6,-3.5,9.4,6.9
2013,3,9,09/03/13,7.6,6.4,-4.6,11.4,5.2
2013,3,10,10/03/13,9.2,6.9,-5.3,14.1,5.5
2013,3,11,11/03/13,8.8,6.4,-6.1,13.2,6.1
2013,3,12,12/03/13,7.5,5.6,-6.7,9,6.4
2013,3,13,13/03/13,7.3,6.8,-8.4,10.4,5.1
2013,3,14,14/03/13,6.2,2.3,-17.1,9.1,2.8
2013,3,15,15/03/13,4.3,0.4,-18.1,8,1.9
2013,3,16,16/03/13,4.2,1.6,-12.9,7.7,-0.4
2013,3,17,17/03/13,1.8,0.3,-12.5,3.8,0.1
2013,3,18,18/03/13,1.5,0.1,-9.3,3.5,0.2
2013,3,19,19/03/13,5.2,2.7,-9.7,11,0.1
2013,3,20,20/03/13,6,3.4,-9.6,8.3,3.1
2013,3,21,21/03/13,9.9,5.6,-9.4,15.7,3.1
2013,3,22,22/03/13,8.1,7.2,-4.8,13.1,3.3
2013,3,23,23/03/13,7.6,6.1,-6.3,10.8,4.9
2013,3,24,24/03/13,6.3,4.5,-5.7,7.2,5
2013,3,25,25/03/13,5.8,6.2,-5.6,7.1,4.6
2013,3,26,26/03/13,4,2.8,-8,4.9,2.4
2013,3,27,27/03/13,5,2.8,-8,6,3.9
2013,3,28,28/03/13,4.6,2.9,-9.4,6.4,2.9
2013,3,29,29/03/13,6.2,5.3,-5.5,10.4,3.2
2013,3,30,30/03/13,6.2,5.1,-5.8,6.8,5.2
2013,3,31,31/03/13,9.5,7,-9.3,16.9,3.8
2013,4,1,01/04/13,6.4,4.4,-9.6,9.1,3.5
2013,4,2,02/04/13,8.9,7.1,-6.6,13.3,5
2013,4,3,03/04/13,9.4,8.9,-5.8,13.4,5.7
2013,4,4,04/04/13,8.4,7.1,-5.8,11.1,7
2013,4,5,05/04/13,8.3,7.6,-5.9,10.2,6.6
2013,4,6,06/04/13,10,8.2,-4.9,13.6,6.9
2013,4,7,07/04/13,9.8,9.4,-6.3,12.7,7.6
2013,4,8,08/04/13,6.7,4.4,-7.4,9.5,5.2
2013,4,9,09/04/13,6.9,4.8,-7.8,9,5.1
2013,4,10,10/04/13,9.1,7.7,-5.6,15.4,3.4
2013,4,11,11/04/13,9,8,-4.1,11,7.4
2013,4,12,12/04/13,11.4,10.2,-3.7,15.4,9
2013,4,13,13/04/13,12.8,10.6,-3.2,18.4,7.3
2013,4,14,14/04/13,14.1,12.9,1.6,20.6,9
2013,4,15,15/04/13,15.1,14.3,4.9,20.6,9.9
2013,4,16,16/04/13,16.2,15.4,3,21.2,11.7
2013,4,17,17/04/13,16.8,16.3,3.9,21.8,12.1
2013,4,18,18/04/13,16.9,16.5,5,22.6,11.7
2013,4,19,19/04/13,14.4,11,-0.1,22.1,8.2
2013,4,20,20/04/13,7.5,4.7,-3.1,8.4,6.6
2013,4,21,21/04/13,10.2,8.4,-1.9,13.8,7.4
2013,4,22,22/04/13,11.5,10.8,-2,15.2,8.2
2013,4,23,23/04/13,13.4,11.8,-1,17.9,9.4
2013,4,24,24/04/13,14.6,13.2,-0.6,19.9,10.3
2013,4,25,25/04/13,15.8,14.6,2.7,22.1,10.5
2013,4,26,26/04/13,13.5,12,0.8,15.4,12.5
2013,4,27,27/04/13,13.5,11.5,-1,15.9,11.7
2013,4,28,28/04/13,12.5,10.7,-1.1,14.8,11.4
2013,4,29,29/04/13,12,9.6,0.4,14,11
2013,4,30,30/04/13,13.2,11,1.2,15.7,11.8
2013,5,1,01/05/13,15.6,12.8,1.6,20.4,12.5
2013,5,2,02/05/13,16.2,14.4,1.7,21.4,12.7
2013,5,3,03/05/13,14.8,11.2,-0.2,18.9,11.2
2013,5,4,04/05/13,14.9,12.2,-0.6,20.3,11.1
2013,5,5,05/05/13,15.4,14.9,1.7,21.1,11.4
2013,5,6,06/05/13,15,13.1,1.2,17.9,13.1
2013,5,7,07/05/13,14.9,12.2,0.7,20.5,11.6
2013,5,8,08/05/13,16.5,14.3,2.2,22.8,11.5
2013,5,9,09/05/13,17.9,15,2.2,22.9,14.2
2013,5,10,10/05/13,16.1,14.1,0.4,19.3,13.7
2013,5,11,11/05/13,17.5,13.9,-1,24.1,12
2013,5,12,12/05/13,17.5,12.9,-3.3,21.7,14.2
2013,5,13,13/05/13,16.4,12.8,-1.2,21.4,11.5
2013,5,14,14/05/13,15.8,13.2,-0.2,20.4,11.2
2013,5,15,15/05/13,13.4,10.7,-1.7,15.8,11.6
2013,5,16,16/05/13,10.9,9,-0.8,12.5,10.1
2013,5,17,17/05/13,13,9.7,-2,16.2,10.6
2013,5,18,18/05/13,12.5,10.5,-3.1,15.3,10.4
2013,5,19,19/05/13,12.3,9.4,-2.5,15.4,9.9
2013,5,20,20/05/13,11.6,8.9,-3.7,15,9.3
2013,5,21,21/05/13,10.4,7.4,-3.4,13.5,7.6
2013,5,22,22/05/13,13.8,11.8,-2.6,20.9,6.6
2013,5,23,23/05/13,15.7,13.3,-3.8,20.7,12.4
2013,5,24,24/05/13,12.3,9.5,-8.5,16.4,9.2
2013,5,25,25/05/13,10.5,9.9,-7.3,12.8,8.2
2013,5,26,26/05/13,14.7,11.9,-5.2,19.7,8.8
2013,5,27,27/05/13,14.4,13.8,-1.2,18.9,8.5
2013,5,28,28/05/13,14,11.8,-1.6,16.5,12.2
2013,5,29,29/05/13,12.1,8.6,-4.5,17.5,8.1
2013,5,30,30/05/13,14.3,11.7,-5,21,8.3
2013,5,31,31/05/13,14.9,14.7,-2.7,19.1,11.5
2013,6,1,01/06/13,18.5,15.8,-0.6,24.6,12.5
2013,6,2,02/06/13,20.5,17.4,-0.4,26,14.4
2013,6,3,03/06/13,18.3,16.4,-0.1,21.8,14.6
2013,6,4,04/06/13,17.8,15.4,2.9,22.7,13.3
2013,6,5,05/06/13,18.1,16.2,3.2,23.3,15.6
2013,6,6,06/06/13,18.3,17.2,4.1,22.9,15
2013,6,7,07/06/13,19.2,17.3,4.7,23.9,15.3
2013,6,8,08/06/13,18.6,17.2,4.3,24,15.5
2013,6,9,09/06/13,16,13.1,0.8,18.4,11.9
2013,6,10,10/06/13,16.4,14.1,0.4,21.1,11.7
2013,6,11,11/06/13,19.7,17,2.6,25.8,13.1
2013,6,12,12/06/13,21,17.5,3.9,28.5,14.4
2013,6,13,13/06/13,21.3,18.7,7.6,26.2,15.9
2013,6,14,14/06/13,22.3,19.1,6.6,26.6,18
2013,6,15,15/06/13,23.2,19.8,7.3,27.3,19.9
2013,6,16,16/06/13,23.2,20.2,8.2,28.3,18.8
2013,6,17,17/06/13,24.7,19.9,10,29.5,20
2013,6,18,18/06/13,25.9,22.1,12.1,31,21.3
2013,6,19,19/06/13,24.7,20.4,9.5,29.7,21.7
2013,6,20,20/06/13,22.8,18.6,7.2,27.9,17.8
2013,6,21,21/06/13,21.5,18.7,5.2,25.9,16.6
2013,6,22,22/06/13,22.4,16.9,5.4,26.4,18.9
2013,6,23,23/06/13,20.2,16.3,4.4,25.6,15.9
2013,6,24,24/06/13,21.4,17.1,-1.1,26.1,18.1
2013,6,25,25/06/13,21.4,15.7,-1.4,26.2,15.4
2013,6,26,26/06/13,20.6,15.5,-1,25.6,15.4
2013,6,27,27/06/13,14.7,12.7,-1,16.9,11.9
2013,6,28,28/06/13,16.2,14.3,-1.2,20.1,11.3
2013,6,29,29/06/13,16.9,15.6,0.6,21.1,13.1
2013,6,30,30/06/13,20.9,18,3.2,25.8,14.5
2013,7,1,01/07/13,21.2,17.3,5,26.1,15.7
2013,7,2,02/07/13,22.2,19.1,5.7,26.5,17.7
2013,7,3,03/07/13,19.8,15,3.8,22.5,15.4
2013,7,4,04/07/13,21.6,18.4,7.2,28,14.3
2013,7,5,05/07/13,23.9,20.6,8.4,29.5,18.5
2013,7,6,06/07/13,24.8,20.2,8.9,29,20.7
2013,7,7,07/07/13,24.3,21,8.6,28.9,19.6
2013,7,8,08/07/13,22.3,19.3,8,28.1,18.4
2013,7,9,09/07/13,23.6,19.2,7.9,28,16.9
2013,7,10,10/07/13,21.9,20.6,8.7,28.6,17.2
2013,7,11,11/07/13,23.8,21.4,8.9,29,18.2
2013,7,12,12/07/13,23.6,20.2,9,27.5,18.9
2013,7,13,13/07/13,23.5,19.2,8.2,27.9,19.5
2013,7,14,14/07/13,23.4,19.9,8.5,27.9,18.8
2013,7,15,15/07/13,24.1,21.7,9.1,29.3,18.8
2013,7,16,16/07/13,24.7,21.7,10,28.9,19.5
2013,7,17,17/07/13,24.3,20.7,8.3,26.9,21.3
2013,7,18,18/07/13,22.8,18.5,7,26.2,19.2
2013,7,19,19/07/13,23.3,19.1,7.6,27.9,18.4
2013,7,20,20/07/13,24.6,19,8.8,29.5,20.2
2013,7,21,21/07/13,25.2,20.7,9.9,29.8,20.1
2013,7,22,22/07/13,25,21.2,10.4,30.2,17.3
2013,7,23,23/07/13,23.7,19.8,10.3,30.2,16.8
2013,7,24,24/07/13,24.1,19.2,9.9,30.1,18.6
2013,7,25,25/07/13,25.5,21.4,11.3,31,20.3
2013,7,26,26/07/13,26.1,22.5,11.9,31.6,21.1
2013,7,27,27/07/13,27.1,23.7,11.9,32.4,22.1
2013,7,28,28/07/13,27.6,24.3,10.5,32.5,23.2
2013,7,29,29/07/13,19.8,16.4,5.4,25.9,14.6
2013,7,30,30/07/13,22.7,20.1,6.1,28.9,14.7
2013,7,31,31/07/13,23.6,20,10.1,29.3,17.3
2013,8,1,01/08/13,24.6,20.6,11.5,29.9,19.4
2013,8,2,02/08/13,25.4,21.9,12.6,31.5,19.7
2013,8,3,03/08/13,26,21.5,14.4,31.9,20.7
2013,8,4,04/08/13,26.2,21.6,13.5,32.3,20.5
2013,8,5,05/08/13,27.1,23.7,11.8,32.4,22.2
2013,8,6,06/08/13,26.9,23,11,32,22.4
2013,8,7,07/08/13,25.5,20.9,9,28.6,21.8
2013,8,8,08/08/13,21.4,16.3,6.3,26.8,17.4
2013,8,9,09/08/13,23.2,18.1,6.3,30,16.9
2013,8,10,10/08/13,25.3,19.5,5.2,30.6,20
2013,8,11,11/08/13,22.7,17.2,7.3,27.7,17.7
2013,8,12,12/08/13,23.4,18.5,7.4,28.9,18.3
2013,8,13,13/08/13,24.6,20.1,8.6,30.1,19.5
2013,8,14,14/08/13,22,19.2,5.9,24.3,19.8
2013,8,15,15/08/13,21.8,17.5,6.1,26.2,17.9
2013,8,16,16/08/13,21.9,18.7,8.1,26.6,17.2
2013,8,17,17/08/13,23.3,19.3,8.7,28.4,18.6
2013,8,18,18/08/13,23.9,19.6,8.9,29.1,18.9
2013,8,19,19/08/13,22.3,18,6.5,26.5,20.7
2013,8,20,20/08/13,24.1,19.8,3.8,29,17.4
2013,8,21,21/08/13,21.3,15.7,8.5,26.6,15.6
2013,8,22,22/08/13,22,17.7,8.4,27.2,16.4
2013,8,23,23/08/13,22.9,18.9,7.7,27.2,18.1
2013,8,24,24/08/13,19.7,16.3,5.7,25.8,16.6
2013,8,25,25/08/13,18.4,16.5,2.6,24.8,14.8
2013,8,26,26/08/13,17.3,15.2,2.7,22.8,15.2
2013,8,27,27/08/13,17.8,13.9,2.3,22.1,14.6
2013,8,28,28/08/13,20,16.6,3.4,27.1,14.4
2013,8,29,29/08/13,20.2,15.9,4.8,23.9,16.6
2013,8,30,30/08/13,21,17,5.3,24.7,17.9
2013,8,31,31/08/13,21.1,16.7,6,25.8,16.7
2013,9,1,01/09/13,22.2,18.7,4.8,27,17.3
2013,9,2,02/09/13,21.3,18.5,4.9,26.2,16.7
2013,9,3,03/09/13,21.5,18.1,9.9,27.5,15.5
2013,9,4,04/09/13,22.3,18.5,10.3,27.2,17.5
2013,9,5,05/09/13,22.8,19.9,9.6,27.2,18.6
2013,9,6,06/09/13,22.7,19.2,8,27.5,18.7
2013,9,7,07/09/13,22.7,19,6.6,27.2,18.9
2013,9,8,08/09/13,20,16.5,5,24.6,16.7
2013,9,9,09/09/13,19.9,15.4,3.9,27.2,14.5
2013,9,10,10/09/13,17.8,13,2.3,21.9,15.1
2013,9,11,11/09/13,18.1,13.5,-1.1,22.4,14.3
2013,9,12,12/09/13,17.2,13.1,-0.8,22.5,11.4
2013,9,13,13/09/13,19.1,13.9,0,24.5,14.7
2013,9,14,14/09/13,18,13.5,4.3,22.6,12.6
2013,9,15,15/09/13,15.4,12.9,2.3,18.2,13.2
2013,9,16,16/09/13,15.5,12.1,1.7,19.1,12.3
2013,9,17,17/09/13,16.4,12.8,-3,21.4,11.4
2013,9,18,18/09/13,15.4,12.6,3,20.6,10
2013,9,19,19/09/13,17.7,14.7,2.6,26,11.1
2013,9,20,20/09/13,17.3,12.5,4.8,22,13.1
2013,9,21,21/09/13,17.4,13.3,5.1,23.1,12.1
2013,9,22,22/09/13,17.7,12.8,6.1,22.2,14.1
2013,9,23,23/09/13,17.7,13,9.8,23.7,12.8
2013,9,24,24/09/13,18.7,14,10.8,23.3,13.4
